"OccNonMetID","Area_Title","Primary_State","Occupation_Title","Occupation_Group","Total_Employees_NonMet","Employee_PCT_NonMet","Jobs_1000_NonMet","Loc_Quotient_NonMet","H_Mean_NonMet","A_Mean_NonMet","Mean_PCT_NonMet","H_PCT10_NonMet","H_PCT25_NonMet","H_Median_NonMet","H_PCT75_NonMet","H_PCT90_NonMet","A_PCT10_NonMet","A_PCT25_NonMet","A_Median_NonMet","A_PCT75_NonMet","A_PCT90_NonMet","Annual_NonMet","Hourly_NonMet"
44109,Eastern Washington nonmetropolitan area,WA,Community and Social Service Occupations,major,1430,2.50,15.22,0.96,27.35,56880.00,1.10,17.66,22.04,27.17,31.11,37.83,36730.00,45840.00,56520.00,64710.00,78690.00,"",""
44110,Eastern Washington nonmetropolitan area,WA,"Educational, Guidance, and Career Counselors and Advisors",detailed,370,2.90,3.92,1.86,30.08,62570.00,1.10,23.47,23.70,29.57,36.96,46.87,48820.00,49300.00,61510.00,76880.00,97480.00,"",""
44111,Eastern Washington nonmetropolitan area,WA,Rehabilitation Counselors,detailed,80,7.90,0.82,1.28,25.81,53680.00,3.10,14.66,18.15,23.07,31.38,36.72,30480.00,37740.00,47980.00,65260.00,76380.00,"",""
44112,Eastern Washington nonmetropolitan area,WA,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,240,5.90,2.51,1.14,27.67,57560.00,2.60,16.95,21.95,28.84,30.48,38.48,35260.00,45660.00,59980.00,63390.00,80040.00,"",""
44113,Eastern Washington nonmetropolitan area,WA,"Child, Family, and School Social Workers",detailed,220,5.40,2.32,0.96,30.29,63000.00,1.10,21.83,26.01,31.69,34.11,37.14,45400.00,54100.00,65920.00,70940.00,77250.00,"",""
44114,Eastern Washington nonmetropolitan area,WA,Healthcare Social Workers,detailed,60,8.70,0.68,0.55,27.67,57550.00,2.70,17.88,18.73,24.28,36.96,38.74,37190.00,38960.00,50490.00,76880.00,80570.00,"",""
44115,Eastern Washington nonmetropolitan area,WA,Mental Health and Substance Abuse Social Workers,detailed,70,17.40,0.73,0.91,25.71,53480.00,7.40,15.03,17.53,26.01,33.30,36.89,31250.00,36460.00,54100.00,69250.00,76730.00,"",""
44116,Eastern Washington nonmetropolitan area,WA,Probation Officers and Correctional Treatment Specialists,detailed,70,2.70,0.77,1.17,29.84,62060.00,0.80,23.19,25.70,29.35,30.52,36.89,48220.00,53460.00,61040.00,63480.00,76730.00,"",""
44117,Eastern Washington nonmetropolitan area,WA,Social and Human Service Assistants,detailed,190,14.70,1.97,0.70,20.04,41690.00,1.10,14.61,17.66,18.22,22.57,26.69,30380.00,36730.00,37900.00,46950.00,55510.00,"",""
44118,Eastern Washington nonmetropolitan area,WA,Community Health Workers,detailed,60,13.40,0.68,1.56,22.47,46730.00,2.60,16.68,17.82,22.72,23.73,28.81,34690.00,37060.00,47260.00,49360.00,59920.00,"",""
44119,Eastern Washington nonmetropolitan area,WA,"Community and Social Service Specialists, All Other",detailed,40,8.10,0.41,0.63,26.91,55970.00,5.80,18.48,22.55,28.44,29.43,36.25,38430.00,46900.00,59150.00,61210.00,75410.00,"",""
44120,Eastern Washington nonmetropolitan area,WA,Legal Occupations,major,350,5.40,3.76,0.45,45.93,95530.00,2.90,19.48,23.24,39.28,57.66,81.16,40510.00,48350.00,81700.00,119930.00,168810.00,"",""
44121,Eastern Washington nonmetropolitan area,WA,Lawyers,detailed,150,11.70,1.54,0.32,54.38,113110.00,2.90,35.59,36.88,47.76,61.68,79.14,74040.00,76710.00,99330.00,128300.00,164620.00,"",""
44122,Eastern Washington nonmetropolitan area,WA,"Judges, Magistrate Judges, and Magistrates",detailed,70,10.30,0.71,3.62,69.08,143680.00,3.20,47.76,47.99,57.66,91.53,,99330.00,99830.00,119930.00,190390.00,,"",""
44123,Eastern Washington nonmetropolitan area,WA,Paralegals and Legal Assistants,detailed,70,19.20,0.79,0.33,25.83,53730.00,6.90,17.74,22.62,22.95,28.85,34.82,36900.00,47040.00,47740.00,60000.00,72420.00,"",""
44124,Eastern Washington nonmetropolitan area,WA,Educational Instruction and Library Occupations,major,8910,0.80,94.61,1.63,30.19,62790.00,1.00,14.61,18.25,28.88,38.04,48.41,30400.00,37960.00,60070.00,79120.00,100690.00,"",""
44125,Eastern Washington nonmetropolitan area,WA,"Mathematical Science Teachers, Postsecondary",detailed,70,0.20,0.70,2.24,,80290.00,0.60,,,,,,61690.00,63740.00,77630.00,81250.00,103600.00,TRUE,""
44126,Eastern Washington nonmetropolitan area,WA,"Agricultural Sciences Teachers, Postsecondary",detailed,80,15.40,0.83,13.58,,121650.00,6.40,,,,,,82110.00,82110.00,104940.00,134350.00,,TRUE,""
44127,Eastern Washington nonmetropolitan area,WA,"Biological Science Teachers, Postsecondary",detailed,90,0.90,0.91,2.69,,98550.00,0.80,,,,,,50210.00,64030.00,98070.00,103610.00,168540.00,TRUE,""
44128,Eastern Washington nonmetropolitan area,WA,"Economics Teachers, Postsecondary",detailed,30,1.10,0.32,3.82,,127720.00,0.70,,,,,,64280.00,104940.00,124850.00,134350.00,172130.00,TRUE,""
44129,Eastern Washington nonmetropolitan area,WA,"Sociology Teachers, Postsecondary",detailed,30,4.00,0.32,3.60,,74730.00,3.10,,,,,,39090.00,61690.00,77630.00,81250.00,103600.00,TRUE,""
44130,Eastern Washington nonmetropolitan area,WA,"Art, Drama, and Music Teachers, Postsecondary",detailed,110,1.20,1.15,1.71,,65430.00,0.60,,,,,,39090.00,49860.00,63740.00,77170.00,97450.00,TRUE,""
44131,Eastern Washington nonmetropolitan area,WA,"Communications Teachers, Postsecondary",detailed,60,1.70,0.64,3.27,,71660.00,1.40,,,,,,39090.00,49860.00,63740.00,81250.00,103600.00,TRUE,""
44132,Eastern Washington nonmetropolitan area,WA,"English Language and Literature Teachers, Postsecondary",detailed,90,1.90,0.99,2.37,,63710.00,1.00,,,,,,39090.00,48740.00,61380.00,81250.00,97450.00,TRUE,""
44133,Eastern Washington nonmetropolitan area,WA,"Foreign Language and Literature Teachers, Postsecondary",detailed,30,0.70,0.34,2.45,,65770.00,0.40,,,,,,39090.00,49860.00,61380.00,81250.00,97450.00,TRUE,""
44134,Eastern Washington nonmetropolitan area,WA,"History Teachers, Postsecondary",detailed,40,1.10,0.41,3.07,,68150.00,0.40,,,,,,39090.00,49860.00,63740.00,81250.00,98070.00,TRUE,""
44135,Eastern Washington nonmetropolitan area,WA,"Career/Technical Education Teachers, Postsecondary",detailed,70,4.20,0.71,0.94,29.02,60370.00,1.90,18.79,23.97,30.65,30.65,39.06,39090.00,49860.00,63740.00,63740.00,81250.00,"",""
44136,Eastern Washington nonmetropolitan area,WA,"Postsecondary Teachers, All Other",detailed,50,1.90,0.52,0.37,,71050.00,0.60,,,,,,48990.00,49860.00,62180.00,77630.00,98070.00,TRUE,""
44137,Eastern Washington nonmetropolitan area,WA,"Preschool Teachers, Except Special Education",detailed,400,15.20,4.24,1.52,17.44,36270.00,4.00,13.79,14.15,16.49,21.77,22.58,28670.00,29430.00,34290.00,45280.00,46970.00,"",""
44138,Eastern Washington nonmetropolitan area,WA,"Kindergarten Teachers, Except Special Education",detailed,230,5.40,2.45,2.86,,71550.00,1.30,,,,,,49620.00,60670.00,63670.00,80660.00,99470.00,TRUE,""
44139,Eastern Washington nonmetropolitan area,WA,"Elementary School Teachers, Except Special Education",detailed,1320,4.20,13.98,1.48,,75440.00,1.00,,,,,,49130.00,61850.00,77730.00,90530.00,100860.00,TRUE,""
44140,Eastern Washington nonmetropolitan area,WA,"Middle School Teachers, Except Special and Career/Technical Education",detailed,440,6.80,4.71,1.12,,77730.00,1.50,,,,,,49550.00,62420.00,79120.00,97480.00,102230.00,TRUE,""
44141,Eastern Washington nonmetropolitan area,WA,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,700,7.30,7.43,1.03,,77620.00,1.50,,,,,,48450.00,62180.00,78440.00,97480.00,100610.00,TRUE,""
44142,Eastern Washington nonmetropolitan area,WA,"Career/Technical Education Teachers, Secondary School",detailed,160,7.70,1.67,2.78,,83350.00,1.70,,,,,,60430.00,75840.00,80660.00,99400.00,102230.00,TRUE,""
44143,Eastern Washington nonmetropolitan area,WA,"Special Education Teachers, Preschool",detailed,40,20.80,0.46,3.03,,66510.00,7.30,,,,,,30340.00,60670.00,63200.00,79110.00,97480.00,TRUE,""
44144,Eastern Washington nonmetropolitan area,WA,"Special Education Teachers, Kindergarten and Elementary School",detailed,120,3.50,1.25,0.94,,69930.00,1.20,,,,,,49120.00,60670.00,63670.00,79120.00,96070.00,TRUE,""
44145,Eastern Washington nonmetropolitan area,WA,"Special Education Teachers, Middle School",detailed,60,10.30,0.68,1.21,,71850.00,2.40,,,,,,48450.00,62420.00,73810.00,79120.00,100310.00,TRUE,""
44146,Eastern Washington nonmetropolitan area,WA,"Special Education Teachers, Secondary School",detailed,120,7.30,1.22,1.18,,73890.00,2.10,,,,,,56910.00,62420.00,76890.00,79120.00,99020.00,TRUE,""
44147,Eastern Washington nonmetropolitan area,WA,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,50,5.00,0.54,2.00,27.84,57900.00,2.70,23.22,23.77,30.25,30.25,30.25,48300.00,49450.00,62920.00,62920.00,62920.00,"",""
44148,Eastern Washington nonmetropolitan area,WA,Self-Enrichment Teachers,detailed,100,9.00,1.03,0.67,20.25,42120.00,2.20,14.26,17.56,18.32,22.51,26.69,29670.00,36520.00,38110.00,46820.00,55510.00,"",""
44149,Eastern Washington nonmetropolitan area,WA,"Substitute Teachers, Short-Term",detailed,520,6.30,5.54,2.08,21.34,44390.00,1.20,17.61,18.10,22.26,23.15,23.15,36620.00,37640.00,46300.00,48140.00,48140.00,"",""
44150,Eastern Washington nonmetropolitan area,WA,"Teachers and Instructors, All Other",detailed,50,12.10,0.52,0.44,,69230.00,8.20,,,,,,37690.00,48300.00,60690.00,67660.00,152310.00,TRUE,""
44151,Eastern Washington nonmetropolitan area,WA,Librarians and Media Collections Specialists,detailed,150,25.30,1.56,1.72,32.69,68000.00,2.90,23.62,29.17,29.17,36.96,46.87,49130.00,60670.00,60670.00,76880.00,97480.00,"",""
44152,Eastern Washington nonmetropolitan area,WA,Library Technicians,detailed,70,16.30,0.73,1.40,22.61,47030.00,0.90,18.25,22.26,22.68,23.51,28.80,37960.00,46300.00,47170.00,48890.00,59910.00,"",""
44153,Eastern Washington nonmetropolitan area,WA,Instructional Coordinators,detailed,90,13.30,1.01,0.77,37.37,77720.00,2.50,29.32,29.49,34.66,49.15,49.15,60990.00,61340.00,72080.00,102230.00,102230.00,"",""
44154,Eastern Washington nonmetropolitan area,WA,"Teaching Assistants, Postsecondary",detailed,630,0.20,6.73,7.81,,35120.00,0.50,,,,,,30400.00,30400.00,38550.00,38550.00,38550.00,TRUE,""
44155,Eastern Washington nonmetropolitan area,WA,"Teaching Assistants, Except Postsecondary",detailed,1810,3.30,19.27,2.29,,36860.00,1.30,,,,,,29470.00,30130.00,36880.00,38120.00,46650.00,TRUE,""
44156,Eastern Washington nonmetropolitan area,WA,"Educational Instruction and Library Workers, All Other",detailed,80,7.80,0.89,0.80,26.89,55930.00,1.90,21.00,23.22,28.56,29.96,29.96,43680.00,48300.00,59390.00,62310.00,62310.00,"",""
44157,Eastern Washington nonmetropolitan area,WA,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1040,5.00,11.08,0.86,27.86,57950.00,1.50,14.65,18.27,23.60,30.76,42.37,30480.00,38000.00,49100.00,63990.00,88140.00,"",""
44158,Eastern Washington nonmetropolitan area,WA,Floral Designers,detailed,40,12.30,0.42,1.65,15.59,32430.00,1.40,13.99,14.15,14.52,17.36,18.09,29100.00,29440.00,30210.00,36100.00,37620.00,"",""
44159,Eastern Washington nonmetropolitan area,WA,Graphic Designers,detailed,90,14.00,0.96,0.66,28.17,58600.00,5.90,17.74,22.02,29.20,32.95,38.33,36900.00,45790.00,60730.00,68530.00,79730.00,"",""
44160,Eastern Washington nonmetropolitan area,WA,Merchandise Displayers and Window Trimmers,detailed,40,12.70,0.47,0.42,16.49,34300.00,2.10,14.07,14.09,15.47,17.76,18.37,29270.00,29310.00,32180.00,36940.00,38210.00,"",""
44161,Eastern Washington nonmetropolitan area,WA,Producers and Directors,detailed,40,7.90,0.41,0.41,30.43,63290.00,4.30,18.61,23.74,24.06,35.32,44.99,38720.00,49390.00,50050.00,73470.00,93580.00,"",""
44162,Eastern Washington nonmetropolitan area,WA,Coaches and Scouts,detailed,500,9.00,5.33,3.87,,59220.00,2.20,,,,,,30580.00,38080.00,48100.00,62580.00,80160.00,TRUE,""
44163,Eastern Washington nonmetropolitan area,WA,Public Relations Specialists,detailed,100,7.10,1.07,0.62,32.48,67550.00,1.20,24.06,25.90,30.76,37.18,47.24,50050.00,53880.00,63990.00,77340.00,98270.00,"",""
44164,Eastern Washington nonmetropolitan area,WA,Healthcare Practitioners and Technical Occupations,major,4380,3.50,46.53,0.75,46.24,96170.00,2.60,18.03,27.19,37.16,48.34,78.38,37510.00,56550.00,77290.00,100540.00,163030.00,"",""
44165,Eastern Washington nonmetropolitan area,WA,"Dentists, General",detailed,80,7.50,0.86,1.11,78.34,162950.00,4.50,18.07,44.98,78.88,99.96,,37580.00,93560.00,164070.00,207910.00,,"",""
44166,Eastern Washington nonmetropolitan area,WA,Pharmacists,detailed,150,4.40,1.64,0.74,61.73,128390.00,1.50,48.36,58.79,61.32,63.02,78.88,100590.00,122290.00,127550.00,131080.00,164070.00,"",""
44167,Eastern Washington nonmetropolitan area,WA,Physician Assistants,detailed,130,7.50,1.35,1.43,59.90,124590.00,1.70,46.80,49.67,61.17,63.26,78.28,97340.00,103310.00,127240.00,131570.00,162830.00,"",""
44168,Eastern Washington nonmetropolitan area,WA,Physical Therapists,detailed,110,6.00,1.17,0.73,44.43,92410.00,2.00,31.63,37.20,45.97,48.48,60.80,65790.00,77370.00,95620.00,100840.00,126460.00,"",""
44169,Eastern Washington nonmetropolitan area,WA,Speech-Language Pathologists,detailed,60,10.10,0.63,0.60,42.40,88180.00,2.10,29.33,37.16,43.00,47.32,47.97,61000.00,77290.00,89450.00,98430.00,99780.00,"",""
44170,Eastern Washington nonmetropolitan area,WA,Veterinarians,detailed,50,11.20,0.55,1.00,50.44,104910.00,4.20,29.91,37.83,47.19,61.06,77.13,62210.00,78690.00,98160.00,127010.00,160440.00,"",""
44171,Eastern Washington nonmetropolitan area,WA,Registered Nurses,detailed,1340,3.60,14.27,0.66,40.91,85090.00,0.70,29.47,36.00,37.34,47.32,48.83,61300.00,74880.00,77670.00,98430.00,101570.00,"",""
44172,Eastern Washington nonmetropolitan area,WA,Nurse Practitioners,detailed,110,8.80,1.16,0.70,59.49,123740.00,2.40,47.84,50.55,61.17,62.19,73.29,99510.00,105140.00,127240.00,129360.00,152440.00,"",""
44173,Eastern Washington nonmetropolitan area,WA,Family Medicine Physicians,detailed,100,20.50,1.10,1.50,139.38,289900.00,5.10,94.25,,,,,196050.00,,,,,"",""
44174,Eastern Washington nonmetropolitan area,WA,"Physicians, All Other",detailed,110,8.80,1.15,0.63,132.40,275400.00,4.90,62.18,80.90,,,,129340.00,168260.00,,,,"",""
44175,Eastern Washington nonmetropolitan area,WA,Dental Hygienists,detailed,120,7.80,1.27,0.86,48.33,100520.00,1.70,44.79,45.72,46.42,55.47,57.68,93170.00,95110.00,96550.00,115380.00,119970.00,"",""
44176,Eastern Washington nonmetropolitan area,WA,Clinical Laboratory Technologists and Technicians,detailed,170,6.20,1.77,0.78,28.79,59890.00,0.40,17.75,22.62,29.17,36.65,38.22,36910.00,47040.00,60670.00,76230.00,79500.00,"",""
44177,Eastern Washington nonmetropolitan area,WA,Diagnostic Medical Sonographers,detailed,50,6.60,0.51,0.91,42.64,88690.00,2.30,37.03,37.52,45.36,47.24,48.83,77030.00,78050.00,94360.00,98250.00,101570.00,"",""
44178,Eastern Washington nonmetropolitan area,WA,Radiologic Technologists and Technicians,detailed,150,4.50,1.64,1.06,34.47,71690.00,0.80,28.52,29.25,35.76,37.40,47.30,59320.00,60840.00,74370.00,77800.00,98380.00,"",""
44179,Eastern Washington nonmetropolitan area,WA,Emergency Medical Technicians,detailed,180,30.00,1.92,1.67,17.55,36500.00,5.30,14.12,14.18,17.55,17.78,22.55,29370.00,29500.00,36490.00,36980.00,46910.00,"",""
44180,Eastern Washington nonmetropolitan area,WA,Paramedics,detailed,180,38.20,1.93,2.81,26.14,54380.00,7.10,18.08,22.80,23.00,29.04,37.31,37600.00,47420.00,47830.00,60390.00,77600.00,"",""
44181,Eastern Washington nonmetropolitan area,WA,Pharmacy Technicians,detailed,180,4.00,1.95,0.63,20.21,42030.00,1.00,14.54,17.55,21.11,22.32,23.02,30250.00,36500.00,43900.00,46420.00,47890.00,"",""
44182,Eastern Washington nonmetropolitan area,WA,Surgical Technologists,detailed,70,2.40,0.70,0.91,25.98,54040.00,0.40,22.58,22.60,23.21,29.47,29.70,46970.00,47000.00,48270.00,61300.00,61770.00,"",""
44183,Eastern Washington nonmetropolitan area,WA,Veterinary Technologists and Technicians,detailed,110,5.00,1.20,1.42,22.37,46520.00,1.00,14.25,17.91,21.91,28.87,29.12,29640.00,37250.00,45580.00,60060.00,60580.00,"",""
44184,Eastern Washington nonmetropolitan area,WA,Ophthalmic Medical Technicians,detailed,50,17.90,0.53,1.13,19.10,39730.00,3.20,14.21,17.48,17.98,22.66,22.70,29550.00,36360.00,37400.00,47140.00,47210.00,"",""
44185,Eastern Washington nonmetropolitan area,WA,Licensed Practical and Licensed Vocational Nurses,detailed,200,13.60,2.08,0.46,27.55,57310.00,1.60,22.42,23.31,26.50,29.14,35.43,46640.00,48480.00,55110.00,60600.00,73690.00,"",""
44186,Eastern Washington nonmetropolitan area,WA,Medical Records Specialists,detailed,130,8.30,1.40,1.09,22.68,47180.00,1.10,14.67,17.76,22.43,28.85,29.70,30520.00,36930.00,46650.00,60000.00,61770.00,"",""
44187,Eastern Washington nonmetropolitan area,WA,"Opticians, Dispensing",detailed,40,10.10,0.43,0.82,20.76,43180.00,2.20,14.08,17.48,21.66,22.67,27.97,29290.00,36360.00,45050.00,47160.00,58180.00,"",""
44188,Eastern Washington nonmetropolitan area,WA,"Health Technologists and Technicians, All Other",detailed,80,11.30,0.89,0.89,27.16,56480.00,4.10,17.65,18.12,23.11,29.28,37.32,36710.00,37680.00,48070.00,60890.00,77620.00,"",""
44189,Eastern Washington nonmetropolitan area,WA,"Healthcare Practitioners and Technical Workers, All Other",detailed,30,20.40,0.36,1.16,30.56,63560.00,5.50,17.90,22.79,29.17,36.60,36.60,37220.00,47410.00,60670.00,76130.00,76130.00,"",""
44190,Eastern Washington nonmetropolitan area,WA,Healthcare Support Occupations,major,2900,33.40,30.81,0.66,18.25,37960.00,4.50,14.21,14.55,17.51,18.40,22.82,29560.00,30260.00,36430.00,38270.00,47470.00,"",""
44191,Eastern Washington nonmetropolitan area,WA,Home Health and Personal Care Aides,detailed,,,,,15.98,33230.00,3.20,14.09,14.24,14.64,17.39,18.01,29310.00,29620.00,30460.00,36160.00,37460.00,"",""
44192,Eastern Washington nonmetropolitan area,WA,Nursing Assistants,detailed,650,10.10,6.96,0.75,17.38,36140.00,2.00,14.25,14.55,17.31,18.15,22.26,29640.00,30260.00,36000.00,37760.00,46300.00,"",""
44193,Eastern Washington nonmetropolitan area,WA,Physical Therapist Assistants,detailed,50,8.20,0.55,0.83,25.89,53850.00,7.50,14.26,18.85,28.83,30.04,37.55,29660.00,39200.00,59960.00,62490.00,78110.00,"",""
44194,Eastern Washington nonmetropolitan area,WA,Physical Therapist Aides,detailed,40,15.00,0.37,1.24,16.12,33520.00,2.80,14.16,14.26,16.94,17.40,18.13,29440.00,29670.00,35230.00,36190.00,37710.00,"",""
44195,Eastern Washington nonmetropolitan area,WA,Massage Therapists,detailed,40,16.00,0.44,0.76,31.20,64890.00,3.60,20.62,25.67,30.19,36.25,36.42,42900.00,53380.00,62800.00,75410.00,75750.00,"",""
44196,Eastern Washington nonmetropolitan area,WA,Dental Assistants,detailed,260,4.60,2.80,1.14,20.77,43190.00,2.30,16.83,17.18,21.97,22.43,26.86,35010.00,35730.00,45710.00,46660.00,55880.00,"",""
44197,Eastern Washington nonmetropolitan area,WA,Medical Assistants,detailed,550,6.80,5.84,1.13,20.08,41770.00,0.90,17.48,17.85,18.38,22.58,23.37,36360.00,37120.00,38220.00,46960.00,48600.00,"",""
44198,Eastern Washington nonmetropolitan area,WA,Medical Equipment Preparers,detailed,30,24.10,0.35,0.80,22.74,47310.00,4.90,17.41,18.09,18.40,28.31,35.91,36210.00,37630.00,38270.00,58870.00,74680.00,"",""
44199,Eastern Washington nonmetropolitan area,WA,Medical Transcriptionists,detailed,30,15.60,0.37,0.93,18.53,38540.00,2.40,14.68,14.78,18.06,22.82,23.22,30540.00,30740.00,37570.00,47460.00,48300.00,"",""
44200,Eastern Washington nonmetropolitan area,WA,Pharmacy Aides,detailed,40,10.60,0.46,1.48,15.94,33150.00,1.80,14.11,14.26,14.64,17.48,18.02,29360.00,29670.00,30460.00,36360.00,37480.00,"",""
44201,Eastern Washington nonmetropolitan area,WA,Veterinary Assistants and Laboratory Animal Caretakers,detailed,120,9.00,1.22,1.74,15.76,32780.00,1.50,13.76,14.11,14.38,17.26,18.24,28630.00,29350.00,29920.00,35900.00,37950.00,"",""
44202,Eastern Washington nonmetropolitan area,WA,Phlebotomists,detailed,60,6.10,0.60,0.63,19.78,41150.00,1.00,17.30,17.87,18.38,22.52,23.37,35990.00,37170.00,38220.00,46830.00,48600.00,"",""
44203,Eastern Washington nonmetropolitan area,WA,"Healthcare Support Workers, All Other",detailed,,,,,20.99,43650.00,1.90,15.08,17.99,21.43,22.59,25.72,31360.00,37410.00,44570.00,46990.00,53490.00,"",""
44204,Eastern Washington nonmetropolitan area,WA,Protective Service Occupations,major,1570,7.70,16.66,0.69,31.14,64770.00,1.90,15.72,22.26,30.43,38.86,46.50,32700.00,46300.00,63290.00,80820.00,96710.00,"",""
44205,Eastern Washington nonmetropolitan area,WA,First-Line Supervisors of Correctional Officers,detailed,50,7.00,0.50,1.30,35.38,73590.00,0.70,24.99,30.76,37.16,37.98,45.91,51990.00,63970.00,77290.00,79000.00,95500.00,"",""
44206,Eastern Washington nonmetropolitan area,WA,First-Line Supervisors of Police and Detectives,detailed,130,7.70,1.36,1.49,45.23,94090.00,1.70,37.56,38.65,47.74,51.63,53.24,78130.00,80390.00,99310.00,107390.00,110740.00,"",""
44207,Eastern Washington nonmetropolitan area,WA,First-Line Supervisors of Firefighting and Prevention Workers,detailed,50,29.80,0.54,0.95,45.99,95660.00,5.70,31.68,37.16,49.30,51.59,61.26,65890.00,77290.00,102540.00,107300.00,127430.00,"",""
44208,Eastern Washington nonmetropolitan area,WA,Firefighters,detailed,200,37.20,2.15,0.95,27.28,56740.00,9.40,14.29,17.76,27.75,31.04,46.50,29730.00,36940.00,57710.00,64550.00,96710.00,"",""
44209,Eastern Washington nonmetropolitan area,WA,Correctional Officers and Jailers,detailed,140,7.70,1.50,0.54,27.74,57690.00,1.00,22.85,23.55,28.78,30.43,36.28,47530.00,48990.00,59860.00,63290.00,75450.00,"",""
44210,Eastern Washington nonmetropolitan area,WA,Detectives and Criminal Investigators,detailed,70,2.80,0.70,0.92,43.16,89770.00,0.30,38.53,40.21,44.70,44.70,47.11,80140.00,83640.00,92980.00,92980.00,97980.00,"",""
44211,Eastern Washington nonmetropolitan area,WA,Police and Sheriff's Patrol Officers,detailed,440,8.80,4.66,0.99,36.19,75270.00,1.90,29.17,31.46,37.69,39.94,43.90,60670.00,65440.00,78400.00,83080.00,91310.00,"",""
44212,Eastern Washington nonmetropolitan area,WA,Security Guards,detailed,220,16.50,2.29,0.31,19.70,40970.00,1.90,14.92,15.19,17.58,22.33,24.56,31030.00,31590.00,36570.00,46440.00,51080.00,"",""
44213,Eastern Washington nonmetropolitan area,WA,"Protective Service Workers, All Other",detailed,100,9.60,1.07,1.51,20.16,41940.00,0.90,16.05,17.58,19.01,22.26,24.06,33380.00,36570.00,39530.00,46300.00,50040.00,"",""
44214,Eastern Washington nonmetropolitan area,WA,Food Preparation and Serving Related Occupations,major,8020,5.10,85.20,1.07,16.75,34840.00,0.80,14.06,14.27,14.68,17.52,22.34,29240.00,29680.00,30530.00,36440.00,46470.00,"",""
44215,Eastern Washington nonmetropolitan area,WA,Chefs and Head Cooks,detailed,60,38.00,0.59,0.64,27.22,56630.00,12.10,18.68,22.28,27.11,30.14,37.91,38850.00,46340.00,56390.00,62680.00,78850.00,"",""
44216,Eastern Washington nonmetropolitan area,WA,First-Line Supervisors of Food Preparation and Serving Workers,detailed,950,3.70,10.08,1.36,20.98,43640.00,1.60,14.72,17.15,18.59,23.37,29.68,30610.00,35670.00,38680.00,48620.00,61730.00,"",""
44217,Eastern Washington nonmetropolitan area,WA,"Cooks, Fast Food",detailed,320,18.60,3.37,0.62,14.91,31010.00,1.20,14.06,14.21,14.58,14.87,16.91,29240.00,29550.00,30330.00,30930.00,35180.00,"",""
44218,Eastern Washington nonmetropolitan area,WA,"Cooks, Institution and Cafeteria",detailed,,,,,16.87,35100.00,7.80,14.09,14.09,17.23,18.37,21.91,29310.00,29310.00,35840.00,38220.00,45570.00,"",""
44219,Eastern Washington nonmetropolitan area,WA,"Cooks, Restaurant",detailed,690,5.40,7.30,0.86,17.39,36170.00,1.10,14.59,14.90,17.32,18.05,22.00,30350.00,31000.00,36030.00,37540.00,45760.00,"",""
44220,Eastern Washington nonmetropolitan area,WA,"Cooks, Short Order",detailed,50,13.10,0.58,0.65,17.00,35350.00,3.40,14.47,14.60,17.27,18.28,22.92,30090.00,30370.00,35910.00,38010.00,47670.00,"",""
44221,Eastern Washington nonmetropolitan area,WA,Food Preparation Workers,detailed,420,8.60,4.41,0.79,16.14,33570.00,2.30,14.17,14.55,14.99,17.32,18.76,29460.00,30270.00,31180.00,36020.00,39010.00,"",""
44222,Eastern Washington nonmetropolitan area,WA,Bartenders,detailed,330,15.10,3.54,1.03,17.41,36220.00,3.30,13.89,14.09,14.63,18.14,22.79,28900.00,29310.00,30430.00,37740.00,47410.00,"",""
44223,Eastern Washington nonmetropolitan area,WA,Fast Food and Counter Workers,detailed,2910,4.60,30.94,1.41,14.96,31120.00,0.60,14.04,14.23,14.39,14.84,17.23,29200.00,29590.00,29920.00,30860.00,35840.00,"",""
44224,Eastern Washington nonmetropolitan area,WA,Waiters and Waitresses,detailed,900,5.80,9.58,0.75,18.64,38770.00,2.80,13.96,14.14,14.69,22.33,28.57,29030.00,29420.00,30550.00,46450.00,59430.00,"",""
44225,Eastern Washington nonmetropolitan area,WA,"Food Servers, Nonrestaurant",detailed,90,16.30,0.98,0.57,15.08,31370.00,1.20,14.16,14.58,14.64,15.14,17.41,29450.00,30330.00,30460.00,31490.00,36210.00,"",""
44226,Eastern Washington nonmetropolitan area,WA,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,150,11.10,1.63,0.68,15.15,31510.00,1.70,13.91,14.18,14.61,14.78,17.00,28930.00,29490.00,30400.00,30740.00,35350.00,"",""
44227,Eastern Washington nonmetropolitan area,WA,Dishwashers,detailed,250,11.00,2.67,1.00,15.18,31580.00,1.50,14.02,14.03,14.50,14.77,18.04,29160.00,29170.00,30160.00,30710.00,37530.00,"",""
44228,Eastern Washington nonmetropolitan area,WA,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,160,9.80,1.72,0.75,14.90,31000.00,1.30,13.85,14.16,14.41,14.62,16.26,28820.00,29440.00,29970.00,30410.00,33820.00,"",""
